id,match_id,bucket_num_input_patients,bucket_seconds
P0950,P8852,10,0.0017018330108840019
P0253,P7663,10,0.0017018330108840019
P0076,P10692,10,0.0017018330108840019
P0587,P8306,10,0.0017018330108840019
P0854,P9351,16,0.001170167000964284
P0335,P9026,22,0.0013977079943288118
P0881,P6432,22,0.0013977079943288118
P0181,P3761,15,0.0014982920256443322
P0023,P8760,5,0.001419208012521267
P0063,P1029,5,0.001419208012521267
P0105,P5837,5,0.0013449169928207994
P0865,P3974,5,0.0013449169928207994
P0629,P8691,3,0.0011280000035185367
P0031,P6405,5,0.0012940409942530096
P0143,P1416,5,0.0012940409942530096
P0445,P2525,6,0.0010832919797394425
P0647,P2551,5,0.0010745830077212304
P0653,P7513,14,0.0011910829925909638
P0037,P1887,16,0.001373582985252142
P0645,P10197,16,0.001373582985252142
P0899,P9654,11,0.0010653750214260072
P0340,P8952,2,0.0011486250150483102
P0213,P7896,2,0.0010830830142367631
P0606,P10298,6,0.0015757500077597797
P0639,P3997,6,0.0015757500077597797
P0809,P8683,18,0.0016854579735081643
P0289,P3836,18,0.0016854579735081643
P0446,P5249,18,0.0016854579735081643
P0303,P2969,22,0.0012532079999800771
P0431,P5609,3,0.0011066250153817236
P0818,P5749,5,0.0012894579849671572
P0457,P1529,5,0.0012894579849671572
P0162,P9325,7,0.001511874987045303
P0615,P2513,7,0.001511874987045303
P0224,P8795,7,0.001511874987045303
P0228,P3137,5,0.001074208994396031
P0944,P2846,2,0.0010475840244907886
P0191,P1792,9,0.0010600420064292848
P0305,P7949,5,0.0010642500128597021
P0758,P1220,3,0.001070291007636115
P0536,P9027,4,0.0010467089887242764
P0092,P1573,9,0.0010513750021345913
P0454,P2669,5,0.001055542001267895
P0837,P2859,11,0.0010559580114204437
P0430,P5758,3,0.0012117909791413695
P0296,P8627,9,0.0012715000193566084
P0804,P8276,9,0.0011826249829027802
P0838,P6804,4,0.0014643330068793148
P0755,P5584,2,0.0013784159964416176
P0455,P3236,2,0.0015669999993406236
P0223,P2748,4,0.0013138330250512809
P0987,P7144,2,0.0011103340075351298
P0070,P2313,12,0.0011005419946741313
P0663,P1702,6,0.0010741669975686818
P0184,P3570,13,0.0012457499979063869
P0759,P3999,12,0.0015144170029088855
P0957,P1617,12,0.0015144170029088855
P0608,P3715,12,0.0015144170029088855
P0830,P2921,6,0.001099958026316017
P0219,P2821,5,0.0012704170076176524
P0641,P4974,5,0.0012704170076176524
P0711,P4637,4,0.001115124992793426
P0095,P9455,32,0.0013988330028951168
P0842,P10054,32,0.0013988330028951168
P0269,P8348,12,0.0010647079907357693
P0594,P7282,3,0.0011784170055761933
P0179,P8966,13,0.0013954169990029186
P0983,P6658,13,0.0013954169990029186
P0351,P5492,2,0.0010549580038059503
P0643,P8832,20,0.0018184169894084334
P0695,P4912,20,0.0018184169894084334
P0004,P2485,20,0.0018184169894084334
P0182,P4951,20,0.0018184169894084334
P0991,P7477,6,0.0010704169981181622
P0424,P4327,2,0.0010384159977547824
P0736,P10127,10,0.0012634159938897938
P0733,P8496,10,0.0012634159938897938
P0657,P7674,2,0.0010401670006103814
P0531,P8681,10,0.0012710420123767108
P0485,P8872,10,0.0012710420123767108
P0456,P5311,8,0.0012677500199060887
P0635,P9553,8,0.0012677500199060887
P0016,P3417,30,0.0016200829995796084
P0928,P3489,30,0.0016200829995796084
P0572,P5650,30,0.0016200829995796084
P0042,P9506,4,0.0011034579947590828
P0259,P1967,4,0.0010591669997666031
P0677,P5283,3,0.0010577499924693257
P0156,P9495,3,0.0010544589895289391
P0188,P1319,7,0.0010615000210236758
P0600,P7263,10,0.0010538329952396452
P0443,P8160,9,0.0010445420048199594
P0522,P9589,25,0.0011692080006469041
P0116,P4839,2,0.0010355830017942935
P0625,P3036,36,0.0018281250086147338
P0278,P8571,36,0.0018281250086147338
P0124,P10468,36,0.0018281250086147338
P0098,P8897,36,0.0018281250086147338
P0737,P4446,17,0.0011701250041369349
P0132,P9740,2,0.0011140000133309513
P0266,P8934,2,0.00103012501494959
P0963,P3875,4,0.0010614999919198453
P0551,P2051,8,0.0011638750147540122
P0297,P5646,2,0.0010712090006563812
P0316,P6107,2,0.0010320839937776327
P0616,P3221,4,0.001054749998729676
P0701,P5022,16,0.0013814589765388519
P0835,P1139,16,0.0013814589765388519
P0060,P4609,3,0.0010429579997435212
P0790,P2601,2,0.0010287080076523125
P0887,P8457,11,0.001053999993018806
P0118,P5591,6,0.0014884579868521541
P0708,P4081,6,0.0014884579868521541
P0836,P7751,6,0.0014884579868521541
P0977,P9422,11,0.0010582079994492233
P0374,P8398,8,0.0010633750061970204
P0307,P7849,10,0.0010555830085650086
P0251,P9960,2,0.0010263330186717212
