id__id,treat__treat,race_black__cat,race_hispan__cat,race_white__cat,married_0__cat,married_1__cat,nodegree_0__cat,nodegree_1__cat,age__num,educ__num,re74__num,re75__num,exact_match__group,features,is_matched,strata
NSW105,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,11.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.9228458755103146,4.185175450270528])",NSW105,NSW105:PSID374
NSW105,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,11.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.9228458755103146,4.185175450270528])",NSW105,NSW105:PSID389
NSW105,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,11.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.9228458755103146,4.185175450270528])",NSW105,NSW105:PSID388
NSW106,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,43.0,9.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,4.351703823523343,3.42423445931225])",NSW106,NSW106:PSID326
NSW106,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,43.0,9.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,4.351703823523343,3.42423445931225])",NSW106,NSW106:PSID226
NSW106,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,43.0,9.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,4.351703823523343,3.42423445931225])",NSW106,NSW106:PSID400
NSW107,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,13.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.732465191514658,4.9461164412288054])",NSW107,NSW107:PSID269
NSW107,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,13.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.732465191514658,4.9461164412288054])",NSW107,NSW107:PSID352
NSW107,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,13.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.732465191514658,4.9461164412288054])",NSW107,NSW107:PSID399
NSW108,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,9.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.7204410465092288,3.42423445931225])",NSW108,NSW108:PSID268
NSW108,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,9.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.7204410465092288,3.42423445931225])",NSW108,NSW108:PSID370
NSW108,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,9.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.7204410465092288,3.42423445931225])",NSW108,NSW108:PSID266
NSW109,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,30.0,11.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,3.0360724350162864,4.185175450270528])",NSW109,NSW109:PSID372
NSW109,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,30.0,11.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,3.0360724350162864,4.185175450270528])",NSW109,NSW109:PSID253
NSW109,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,30.0,11.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,3.0360724350162864,4.185175450270528])",NSW109,NSW109:PSID423
NSW110,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,10.0,2027.999,0.0,all,"(11,[0,4,6,7,8,9],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.631262777014115,3.8047049547913887,0.3130611485536097])",NSW110,NSW110:PSID167
NSW110,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,10.0,2027.999,0.0,all,"(11,[0,4,6,7,8,9],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.631262777014115,3.8047049547913887,0.3130611485536097])",NSW110,NSW110:PSID317
NSW110,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,10.0,2027.999,0.0,all,"(11,[0,4,6,7,8,9],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.631262777014115,3.8047049547913887,0.3130611485536097])",NSW110,NSW110:PSID308
NSW111,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,9.0,6083.994,0.0,all,"(11,[0,3,6,7,8,9],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.0240482900108576,3.42423445931225,0.9391829825523929])",NSW111,NSW111:PSID277
NSW111,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,9.0,6083.994,0.0,all,"(11,[0,3,6,7,8,9],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.0240482900108576,3.42423445931225,0.9391829825523929])",NSW111,NSW111:PSID345
NSW111,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,9.0,6083.994,0.0,all,"(11,[0,3,6,7,8,9],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.0240482900108576,3.42423445931225,0.9391829825523929])",NSW111,NSW111:PSID253
NSW112,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,17.0,9.0,445.1704,74.34345,all,"[0.0,3.1056215479114626,0.0,2.0276692185838283,0.0,0.0,2.0698840201324655,1.7204410465092288,3.42423445931225,0.06872072260689964,0.022557855005907575]",NSW112,NSW112:PSID417
NSW112,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,17.0,9.0,445.1704,74.34345,all,"[0.0,3.1056215479114626,0.0,2.0276692185838283,0.0,0.0,2.0698840201324655,1.7204410465092288,3.42423445931225,0.06872072260689964,0.022557855005907575]",NSW112,NSW112:PSID334
NSW112,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,17.0,9.0,445.1704,74.34345,all,"[0.0,3.1056215479114626,0.0,2.0276692185838283,0.0,0.0,2.0698840201324655,1.7204410465092288,3.42423445931225,0.06872072260689964,0.022557855005907575]",NSW112,NSW112:PSID366
NSW113,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,12.0,989.2678,165.2077,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,2.0698840201324655,0.0,2.0240482900108576,4.565645945749666,0.1527127546389829,0.05012857679404812]",NSW113,NSW113:PSID386
NSW113,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,12.0,989.2678,165.2077,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,2.0698840201324655,0.0,2.0240482900108576,4.565645945749666,0.1527127546389829,0.05012857679404812]",NSW113,NSW113:PSID335
NSW113,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,12.0,989.2678,165.2077,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,2.0698840201324655,0.0,2.0240482900108576,4.565645945749666,0.1527127546389829,0.05012857679404812]",NSW113,NSW113:PSID337
NSW114,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,11.0,858.2543,214.5636,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,0.0,2.0698840201324655,1.8216434610097718,4.185175450270528,0.13248826893360122,0.06510451934024518]",NSW114,NSW114:PSID388
NSW114,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,11.0,858.2543,214.5636,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,0.0,2.0698840201324655,1.8216434610097718,4.185175450270528,0.13248826893360122,0.06510451934024518]",NSW114,NSW114:PSID374
NSW114,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,11.0,858.2543,214.5636,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,0.0,2.0698840201324655,1.8216434610097718,4.185175450270528,0.13248826893360122,0.06510451934024518]",NSW114,NSW114:PSID389
NSW115,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,27.0,12.0,3670.872,334.0493,all,"[2.0432632845468692,0.0,0.0,0.0,2.0276692185838283,2.0698840201324655,0.0,2.732465191514658,4.565645945749666,0.5666705972307119,0.10135977916312629]",NSW115,NSW115:PSID98
NSW115,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,27.0,12.0,3670.872,334.0493,all,"[2.0432632845468692,0.0,0.0,0.0,2.0276692185838283,2.0698840201324655,0.0,2.732465191514658,4.565645945749666,0.5666705972307119,0.10135977916312629]",NSW115,NSW115:PSID331
NSW115,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,27.0,12.0,3670.872,334.0493,all,"[2.0432632845468692,0.0,0.0,0.0,2.0276692185838283,2.0698840201324655,0.0,2.732465191514658,4.565645945749666,0.5666705972307119,0.10135977916312629]",NSW115,NSW115:PSID260
NSW116,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,21.0,12.0,3670.872,334.0494,all,"[0.0,0.0,1.9990495166733648,2.0276692185838283,0.0,2.0698840201324655,0.0,2.1252507045114,4.565645945749666,0.5666705972307119,0.10135980950588681]",NSW116,NSW116:PSID340
NSW116,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,21.0,12.0,3670.872,334.0494,all,"[0.0,0.0,1.9990495166733648,2.0276692185838283,0.0,2.0698840201324655,0.0,2.1252507045114,4.565645945749666,0.5666705972307119,0.10135980950588681]",NSW116,NSW116:PSID316
NSW116,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,21.0,12.0,3670.872,334.0494,all,"[0.0,0.0,1.9990495166733648,2.0276692185838283,0.0,2.0698840201324655,0.0,2.1252507045114,4.565645945749666,0.5666705972307119,0.10135980950588681]",NSW116,NSW116:PSID229
NSW117,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,12.0,2143.413,357.9499,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,2.0698840201324655,0.0,2.732465191514658,4.565645945749666,0.33087754757509164,0.10861188098721698]",NSW117,NSW117:PSID399
NSW117,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,12.0,2143.413,357.9499,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,2.0698840201324655,0.0,2.732465191514658,4.565645945749666,0.33087754757509164,0.10861188098721698]",NSW117,NSW117:PSID189
NSW117,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,12.0,2143.413,357.9499,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,2.0698840201324655,0.0,2.732465191514658,4.565645945749666,0.33087754757509164,0.10861188098721698]",NSW117,NSW117:PSID352
NSW118,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,12.0,0.0,377.5686,all,"(11,[0,3,5,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.0240482900108576,4.565645945749666,0.11456473614801996])",NSW118,NSW118:PSID381
NSW118,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,12.0,0.0,377.5686,all,"(11,[0,3,5,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.0240482900108576,4.565645945749666,0.11456473614801996])",NSW118,NSW118:PSID386
NSW118,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,12.0,0.0,377.5686,all,"(11,[0,3,5,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.0240482900108576,4.565645945749666,0.11456473614801996])",NSW118,NSW118:PSID373
NSW119,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,10.0,0.0,385.2741,all,"(11,[0,3,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.9228458755103146,3.8047049547913887,0.11690279756093556])",NSW119,NSW119:PSID277
NSW119,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,10.0,0.0,385.2741,all,"(11,[0,3,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.9228458755103146,3.8047049547913887,0.11690279756093556])",NSW119,NSW119:PSID411
NSW119,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,10.0,0.0,385.2741,all,"(11,[0,3,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.9228458755103146,3.8047049547913887,0.11690279756093556])",NSW119,NSW119:PSID367
NSW120,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,23.0,12.0,5506.308,501.0741,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,2.0698840201324655,0.0,2.327655533512486,4.565645945749666,0.8500058958460678,0.15203971425883023]",NSW120,NSW120:PSID352
NSW120,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,23.0,12.0,5506.308,501.0741,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,2.0698840201324655,0.0,2.327655533512486,4.565645945749666,0.8500058958460678,0.15203971425883023]",NSW120,NSW120:PSID337
NSW120,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,23.0,12.0,5506.308,501.0741,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,2.0698840201324655,0.0,2.327655533512486,4.565645945749666,0.8500058958460678,0.15203971425883023]",NSW120,NSW120:PSID335
NSW121,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,29.0,14.0,0.0,679.6734,all,"(11,[0,3,5,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.9348700205157434,5.326586936707944,0.2062316721724943])",NSW121,NSW121:PSID189
NSW121,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,29.0,14.0,0.0,679.6734,all,"(11,[0,3,5,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.9348700205157434,5.326586936707944,0.2062316721724943])",NSW121,NSW121:PSID269
NSW121,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,29.0,14.0,0.0,679.6734,all,"(11,[0,3,5,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.9348700205157434,5.326586936707944,0.2062316721724943])",NSW121,NSW121:PSID399
NSW122,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,10.0,0.0,798.9079,all,"(11,[0,3,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.8216434610097718,3.8047049547913887,0.24241071098091505])",NSW122,NSW122:PSID277
NSW122,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,10.0,0.0,798.9079,all,"(11,[0,3,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.8216434610097718,3.8047049547913887,0.24241071098091505])",NSW122,NSW122:PSID411
NSW122,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,10.0,0.0,798.9079,all,"(11,[0,3,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.8216434610097718,3.8047049547913887,0.24241071098091505])",NSW122,NSW122:PSID367
NSW123,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,9.0,0.0,798.9079,all,"(11,[0,3,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.9228458755103146,3.42423445931225,0.24241071098091505])",NSW123,NSW123:PSID355
NSW123,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,9.0,0.0,798.9079,all,"(11,[0,3,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.9228458755103146,3.42423445931225,0.24241071098091505])",NSW123,NSW123:PSID266
NSW123,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,9.0,0.0,798.9079,all,"(11,[0,3,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.9228458755103146,3.42423445931225,0.24241071098091505])",NSW123,NSW123:PSID218
NSW124,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,27.0,13.0,9381.566,853.7225,all,"[0.0,0.0,1.9990495166733648,0.0,2.0276692185838283,2.0698840201324655,0.0,2.732465191514658,4.9461164412288054,1.4482274533624002,0.25904297379635904]",NSW124,NSW124:PSID309
NSW124,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,27.0,13.0,9381.566,853.7225,all,"[0.0,0.0,1.9990495166733648,0.0,2.0276692185838283,2.0698840201324655,0.0,2.732465191514658,4.9461164412288054,1.4482274533624002,0.25904297379635904]",NSW124,NSW124:PSID181
NSW124,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,27.0,13.0,9381.566,853.7225,all,"[0.0,0.0,1.9990495166733648,0.0,2.0276692185838283,2.0698840201324655,0.0,2.732465191514658,4.9461164412288054,1.4482274533624002,0.25904297379635904]",NSW124,NSW124:PSID259
NSW125,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.0,11.0,3678.231,919.5579,all,"[0.0,0.0,1.9990495166733648,2.0276692185838283,0.0,0.0,2.0698840201324655,1.8216434610097718,4.185175450270528,0.5678066022248988,0.2790192515646887]",NSW125,NSW125:PSID290
NSW125,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.0,11.0,3678.231,919.5579,all,"[0.0,0.0,1.9990495166733648,2.0276692185838283,0.0,0.0,2.0698840201324655,1.8216434610097718,4.185175450270528,0.5678066022248988,0.2790192515646887]",NSW125,NSW125:PSID182
NSW125,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,18.0,11.0,3678.231,919.5579,all,"[0.0,0.0,1.9990495166733648,2.0276692185838283,0.0,0.0,2.0698840201324655,1.8216434610097718,4.185175450270528,0.5678066022248988,0.2790192515646887]",NSW125,NSW125:PSID325
NSW126,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,27.0,9.0,0.0,934.4454,all,"(11,[0,4,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.732465191514658,3.42423445931225,0.2835365300391266])",NSW126,NSW126:PSID375
NSW126,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,27.0,9.0,0.0,934.4454,all,"(11,[0,4,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.732465191514658,3.42423445931225,0.2835365300391266])",NSW126,NSW126:PSID408
NSW126,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,27.0,9.0,0.0,934.4454,all,"(11,[0,4,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.732465191514658,3.42423445931225,0.2835365300391266])",NSW126,NSW126:PSID368
NSW127,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,12.0,5605.852,936.1773,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,2.0698840201324655,0.0,2.226453119011943,4.565645945749666,0.8653724512396457,0.2840620363088078]",NSW127,NSW127:PSID191
NSW127,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,12.0,5605.852,936.1773,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,2.0698840201324655,0.0,2.226453119011943,4.565645945749666,0.8653724512396457,0.2840620363088078]",NSW127,NSW127:PSID337
NSW127,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,12.0,5605.852,936.1773,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,2.0698840201324655,0.0,2.226453119011943,4.565645945749666,0.8653724512396457,0.2840620363088078]",NSW127,NSW127:PSID335
NSW128,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,10.0,0.0,936.4386,all,"(11,[0,4,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.327655533512486,3.8047049547913887,0.284141321942082])",NSW128,NSW128:PSID214
NSW128,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,10.0,0.0,936.4386,all,"(11,[0,4,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.327655533512486,3.8047049547913887,0.284141321942082])",NSW128,NSW128:PSID167
NSW128,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,10.0,0.0,936.4386,all,"(11,[0,4,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.327655533512486,3.8047049547913887,0.284141321942082])",NSW128,NSW128:PSID308
NSW129,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,23.0,12.0,9385.74,1117.439,all,"[0.0,3.1056215479114626,0.0,2.0276692185838283,0.0,2.0698840201324655,0.0,2.327655533512486,4.565645945749666,1.44887179156674,0.33906183987891814]",NSW129,NSW129:PSID82
NSW129,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,23.0,12.0,9385.74,1117.439,all,"[0.0,3.1056215479114626,0.0,2.0276692185838283,0.0,2.0698840201324655,0.0,2.327655533512486,4.565645945749666,1.44887179156674,0.33906183987891814]",NSW129,NSW129:PSID31
NSW129,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,23.0,12.0,9385.74,1117.439,all,"[0.0,3.1056215479114626,0.0,2.0276692185838283,0.0,2.0698840201324655,0.0,2.327655533512486,4.565645945749666,1.44887179156674,0.33906183987891814]",NSW129,NSW129:PSID76
NSW130,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,11.0,3637.498,1220.836,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,0.0,2.0698840201324655,2.0240482900108576,4.185175450270528,0.5615186702466117,0.3704353439878319]",NSW130,NSW130:PSID231
NSW130,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,11.0,3637.498,1220.836,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,0.0,2.0698840201324655,2.0240482900108576,4.185175450270528,0.5615186702466117,0.3704353439878319]",NSW130,NSW130:PSID187
NSW130,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,11.0,3637.498,1220.836,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,0.0,2.0698840201324655,2.0240482900108576,4.185175450270528,0.5615186702466117,0.3704353439878319]",NSW130,NSW130:PSID179
NSW131,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,9.0,1716.509,1253.439,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,0.0,2.0698840201324655,1.7204410465092288,3.42423445931225,0.2649765996149939,0.3803279942045975]",NSW131,NSW131:PSID345
NSW131,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,9.0,1716.509,1253.439,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,0.0,2.0698840201324655,1.7204410465092288,3.42423445931225,0.2649765996149939,0.3803279942045975]",NSW131,NSW131:PSID218
NSW131,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,9.0,1716.509,1253.439,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,0.0,2.0698840201324655,1.7204410465092288,3.42423445931225,0.2649765996149939,0.3803279942045975]",NSW131,NSW131:PSID173
NSW132,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,28.0,11.0,0.0,1284.079,all,"(11,[0,3,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.8336676060152004,4.185175450270528,0.38962501603208877])",NSW132,NSW132:PSID372
NSW132,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,28.0,11.0,0.0,1284.079,all,"(11,[0,3,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.8336676060152004,4.185175450270528,0.38962501603208877])",NSW132,NSW132:PSID253
NSW132,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,28.0,11.0,0.0,1284.079,all,"(11,[0,3,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.8336676060152004,4.185175450270528,0.38962501603208877])",NSW132,NSW132:PSID423
NSW133,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,11.0,0.0,1392.853,all,"(11,[0,4,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.631262777014115,4.185175450270528,0.4226300503748936])",NSW133,NSW133:PSID375
NSW133,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,11.0,0.0,1392.853,all,"(11,[0,4,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.631262777014115,4.185175450270528,0.4226300503748936])",NSW133,NSW133:PSID408
NSW133,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,11.0,0.0,1392.853,all,"(11,[0,4,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.631262777014115,4.185175450270528,0.4226300503748936])",NSW133,NSW133:PSID368
NSW134,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,11.0,16318.62,1484.994,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,0.0,2.0698840201324655,2.0240482900108576,4.185175450270528,2.519096863464877,0.4505881733581467]",NSW134,NSW134:PSID132
NSW134,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,11.0,16318.62,1484.994,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,0.0,2.0698840201324655,2.0240482900108576,4.185175450270528,2.519096863464877,0.4505881733581467]",NSW134,NSW134:PSID94
NSW134,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,11.0,16318.62,1484.994,all,"[2.0432632845468692,0.0,0.0,2.0276692185838283,0.0,0.0,2.0698840201324655,2.0240482900108576,4.185175450270528,2.519096863464877,0.4505881733581467]",NSW134,NSW134:PSID93
NSW135,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,24.0,11.0,824.3886,1666.113,all,"[2.0432632845468692,0.0,0.0,0.0,2.0276692185838283,0.0,2.0698840201324655,2.428857948013029,4.185175450270528,0.12726043847679527,0.5055446778089756]",NSW135,NSW135:PSID214
NSW135,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,24.0,11.0,824.3886,1666.113,all,"[2.0432632845468692,0.0,0.0,0.0,2.0276692185838283,0.0,2.0698840201324655,2.428857948013029,4.185175450270528,0.12726043847679527,0.5055446778089756]",NSW135,NSW135:PSID167
NSW135,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,24.0,11.0,824.3886,1666.113,all,"[2.0432632845468692,0.0,0.0,0.0,2.0276692185838283,0.0,2.0698840201324655,2.428857948013029,4.185175450270528,0.12726043847679527,0.5055446778089756]",NSW135,NSW135:PSID308
NSW136,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,31.0,9.0,0.0,1698.607,all,"(11,[0,3,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,3.137274849516829,3.42423445931225,0.5154042544167596])",NSW136,NSW136:PSID140
NSW136,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,31.0,9.0,0.0,1698.607,all,"(11,[0,3,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,3.137274849516829,3.42423445931225,0.5154042544167596])",NSW136,NSW136:PSID400
NSW136,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,31.0,9.0,0.0,1698.607,all,"(11,[0,3,6,7,8,10],[2.0432632845468692,2.0276692185838283,2.0698840201324655,3.137274849516829,3.42423445931225,0.5154042544167596])",NSW136,NSW136:PSID226
